latitude_lora,longitude_lora,latitude_gtw,longitude_gtw,distancia_real,intervalo_tempo,horario_receb,rssi,snr
51.8951530456543,-8.530856132507324,51.892567,-8.508705,1553.2464812483443,0 days 00:00:00.061696,2023-12-19 11:33:32,-110.0,-2.5
51.895179748535156,-8.530941009521484,51.892567,-8.508705,1559.5338292079543,0 days 00:00:00.061696,2023-12-19 11:32:59,-118.0,4.2
51.89515686035156,-8.53091812133789,51.892567,-8.508705,1557.5145298755533,0 days 00:00:00.061696,2023-12-19 11:32:31,-113.0,6.8
51.89516067504883,-8.530879974365234,51.892567,-8.508705,1555.0150206538783,0 days 00:00:00.061696,2023-12-19 11:32:16,-114.0,-0.5
51.895145416259766,-8.530879974365234,51.892567,-8.508705,1554.7010895276758,0 days 00:00:00.061696,2023-12-19 11:32:10,-107.0,9.2
51.895145416259766,-8.530877113342285,51.892567,-8.508705,1554.5077046868316,0 days 00:00:00.066816,2023-12-19 11:31:50,-113.0,6.2
51.8951530456543,-8.530867576599121,51.892567,-8.508705,1554.019921447484,0 days 00:00:00.061696,2023-12-19 11:31:38,-115.0,3.8
51.8951530456543,-8.530858039855957,51.892567,-8.508705,1553.3753869448217,0 days 00:00:00.061696,2023-12-19 11:31:28,-115.0,2.5
51.8951530456543,-8.530828475952148,51.892567,-8.508705,1551.3773938235577,0 days 00:00:00.061696,2023-12-19 11:31:19,-117.0,3.5
51.8951301574707,-8.530806541442871,51.892567,-8.508705,1549.4246881405566,0 days 00:00:00.061696,2023-12-19 11:31:01,-117.0,0.5
51.895145416259766,-8.530708312988281,51.892567,-8.508705,1543.0995970150834,0 days 00:00:00.061696,2023-12-19 11:30:12,-111.0,4.5
51.895301818847656,-8.530640602111816,51.892567,-8.508705,1541.8615646552041,0 days 00:00:00.061696,2023-12-19 11:29:59,-113.0,6.5
51.89546585083008,-8.530548095703125,51.892567,-8.508705,1539.3431287813203,0 days 00:00:00.061696,2023-12-19 11:29:53,-106.0,2.0
51.895633697509766,-8.530243873596191,51.892567,-8.508705,1522.9647164767127,0 days 00:00:00.071936,2023-12-19 11:29:46,-106.0,6.0
51.89560317993164,-8.530033111572266,51.892567,-8.508705,1508.078985860522,0 days 00:00:00.061696,2023-12-19 11:29:40,-109.0,6.5
51.895450592041016,-8.52910041809082,51.892567,-8.508705,1441.7728818436822,0 days 00:00:00.061696,2023-12-19 11:29:19,-101.0,-6.2
51.895416259765625,-8.528928756713867,51.892567,-8.508705,1429.4160787199846,0 days 00:00:00.061696,2023-12-19 11:29:13,-118.0,0.2
51.89529037475586,-8.528199195861816,51.892567,-8.508705,1377.4002138865173,0 days 00:00:00.061696,2023-12-19 11:28:58,-104.0,6.8
51.8952751159668,-8.527735710144043,51.892567,-8.508705,1345.9524394871967,0 days 00:00:00.061696,2023-12-19 11:28:46,-105.0,8.2
51.8951530456543,-8.526545524597168,51.892567,-8.508705,1263.181674068369,0 days 00:00:00.061696,2023-12-19 11:28:25,-119.0,7.2
51.89509582519531,-8.525668144226074,51.892567,-8.508705,1203.0362819095294,0 days 00:00:00.061696,2023-12-19 11:28:20,-100.0,7.8
51.89506530761719,-8.525090217590332,51.892567,-8.508705,1163.6424035476366,0 days 00:00:00.061696,2023-12-19 11:28:08,-104.0,4.0
51.89503479003906,-8.524504661560059,51.892567,-8.508705,1123.7779143288442,0 days 00:00:00.061696,2023-12-19 11:27:50,-107.0,9.8
51.895042419433594,-8.524195671081543,51.892567,-8.508705,1103.4150899099045,0 days 00:00:00.061696,2023-12-19 11:27:44,-111.0,6.0
51.89497756958008,-8.523411750793457,51.892567,-8.508705,1049.485712418461,0 days 00:00:00.061696,2023-12-19 11:27:37,-110.0,9.2
51.89495849609375,-8.522968292236328,51.892567,-8.508705,1019.5119684482531,0 days 00:00:00.061696,2023-12-19 11:27:19,-106.0,9.8
51.89496612548828,-8.52293872833252,51.892567,-8.508705,1017.774256433395,0 days 00:00:00.061696,2023-12-19 11:27:13,-99.0,-0.2
51.89496612548828,-8.522939682006836,51.892567,-8.508705,1017.8374620919978,0 days 00:00:00.061696,2023-12-19 11:27:04,-104.0,7.0
51.894981384277344,-8.522809982299805,51.892567,-8.508705,1009.6945803668909,0 days 00:00:00.061696,2023-12-19 11:26:11,-99.0,9.0
51.89503860473633,-8.522695541381836,51.892567,-8.508705,1003.8455643189608,0 days 00:00:00.061696,2023-12-19 11:25:57,-101.0,10.2
51.89506912231445,-8.522632598876953,51.892567,-8.508705,1000.6282275304937,0 days 00:00:00.061696,2023-12-19 11:25:51,-105.0,10.5
51.8951530456543,-8.52219009399414,51.892567,-8.508705,974.1952832460042,0 days 00:00:00.061696,2023-12-19 11:25:40,-106.0,-6.2
51.89521789550781,-8.52185344696045,51.892567,-8.508705,954.3424039645766,0 days 00:00:00.061696,2023-12-19 11:25:33,-95.0,7.8
51.895301818847656,-8.521005630493164,51.892567,-8.508705,902.2830376355074,0 days 00:00:00.061696,2023-12-19 11:25:25,-106.0,10.0
51.895225524902344,-8.520177841186523,51.892567,-8.508705,846.0267931510093,0 days 00:00:00.061696,2023-12-19 11:25:12,-116.0,8.0
51.89497756958008,-8.519159317016602,51.892567,-8.508705,770.9516013077713,0 days 00:00:00.061696,2023-12-19 11:24:44,-101.0,-3.8
51.89470672607422,-8.518168449401855,51.892567,-8.508705,696.8379736948825,0 days 00:00:00.066816,2023-12-19 11:24:23,-98.0,-7.2
51.89458465576172,-8.517742156982422,51.892567,-8.508705,664.7753360426968,0 days 00:00:00.061696,2023-12-19 11:24:11,-115.0,1.8
